条码,开始时间,结束时间,耗时,传参,Code,message,进站方式,
001CB1U0000001ABC6513552,2020/11/13-0:00:10.264,2020/11/13-0:00:10.310,45ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6513552"},0,OK,自动
001CB1U0000001ABC6511370,2020/11/13-0:00:18.067,2020/11/13-0:00:18.111,44ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6511370"},0,OK,自动
001CB1U0000001ABC6513554,2020/11/13-0:00:22.753,2020/11/13-0:00:22.801,48ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6513554"},0,OK,自动
001CB1U0000001ABC6513556,2020/11/13-0:00:30.314,2020/11/13-0:00:30.357,43ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6513556"},0,OK,自动
001CB1U0000001ABC6511434,2020/11/13-0:00:34.959,2020/11/13-0:00:34.999,40ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6511434"},0,OK,自动
001CB1U0000001ABC6511436,2020/11/13-0:00:49.672,2020/11/13-0:00:49.709,37ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6511436"},0,OK,自动
001CB1U0000001ABC6508919,2020/11/13-0:00:52.924,2020/11/13-0:00:52.978,53ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6508919"},0,OK,自动
001CB1U0000001ABC6506397,2020/11/13-0:01:00.656,2020/11/13-0:01:00.706,50ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6506397"},0,OK,自动
001CB1U0000001ABC6506399,2020/11/13-0:01:03.900,2020/11/13-0:01:03.948,48ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6506399"},0,OK,自动
001CB1U0000001ABC6513558,2020/11/13-0:01:19.769,2020/11/13-0:01:19.826,56ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6513558"},0,OK,自动
001CB1U0000001ABC6513560,2020/11/13-0:01:26.268,2020/11/13-0:01:26.313,45ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6513560"},0,OK,自动
001CB1U0000001ABC6513393,2020/11/13-0:01:30.977,2020/11/13-0:01:30.031,54ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6513393"},0,OK,自动
001CB1U0000001ABC6513562,2020/11/13-0:01:37.483,2020/11/13-0:01:38.516,32ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6513562"},0,OK,自动
001CB1U0000001ABC6512582,2020/11/13-0:01:51.620,2020/11/13-0:01:51.652,31ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6512582"},0,OK,自动
001CB1U0000001ABC6506361,2020/11/13-0:01:58.618,2020/11/13-0:01:58.654,35ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6506361"},0,OK,自动
001CB1U0000001ABC6506291,2020/11/13-0:02:03.434,2020/11/13-0:02:03.475,40ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6506291"},0,OK,自动
001CB1U0000001ABC6513564,2020/11/13-0:02:11.038,2020/11/13-0:02:11.072,33ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6513564"},0,OK,自动
001CB1U0000001ABC6508674,2020/11/13-0:02:25.023,2020/11/13-0:02:25.057,32ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6508674"},0,OK,自动
001CB1U0000001ABC6513566,2020/11/13-0:02:33.598,2020/11/13-0:02:33.634,36ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6513566"},0,OK,自动
001CB1U0000001ABC6512588,2020/11/13-0:02:38.406,2020/11/13-0:02:38.436,29ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6512588"},0,OK,自动
001CB1U0000001ABC6512576,2020/11/13-0:02:58.143,2020/11/13-0:02:58.195,51ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6512576"},0,OK,自动
001CB1U0000001ABC6512572,2020/11/13-0:03:06.918,2020/11/13-0:03:06.969,50ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6512572"},0,OK,自动
001CB1U0000001ABC6513568,2020/11/13-0:03:22.800,2020/11/13-0:03:22.854,54ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6513568"},0,OK,自动
001CB1U0000001ABC6512564,2020/11/13-0:03:29.337,2020/11/13-0:03:29.393,55ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6512564"},0,OK,自动
001CB1U0000001ABC6513570,2020/11/13-0:03:34.901,2020/11/13-0:03:34.938,36ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6513570"},0,OK,自动
001CB1U0000001ABC6513572,2020/11/13-0:04:05.009,2020/11/13-0:04:05.056,46ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6513572"},0,OK,自动
001CB1U0000001ABC6512570,2020/11/13-0:04:13.632,2020/11/13-0:04:13.682,49ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6512570"},0,OK,自动
001CB1U0000001ABC6512580,2020/11/13-0:04:27.018,2020/11/13-0:04:27.073,54ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6512580"},0,OK,自动
001CB1U0000001ABC6512574,2020/11/13-0:04:35.605,2020/11/13-0:04:35.648,42ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6512574"},0,OK,自动
001CB1U0000001ABC6513576,2020/11/13-0:05:10.114,2020/11/13-0:05:10.166,51ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6513576"},0,OK,自动
001CB1U0000001ABC6512584,2020/11/13-0:05:18.886,2020/11/13-0:05:18.934,47ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6512584"},0,OK,自动
001CB1U0000001ABC6513578,2020/11/13-0:05:32.159,2020/11/13-0:05:32.200,40ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6513578"},0,OK,自动
001CB1U0000001ABC6513580,2020/11/13-0:05:44.147,2020/11/13-0:05:44.193,46ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6513580"},0,OK,自动
001CB1U0000001ABC6512590,2020/11/13-0:05:55.705,2020/11/13-0:05:55.745,39ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6512590"},0,OK,自动
001CB1U0000001ABD6500000,2020/11/13-0:06:16.948,2020/11/13-0:06:16.997,48ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABD6500000"},0,OK,自动
001CB1U0000001ABD6500004,2020/11/13-0:06:24.845,2020/11/13-0:06:24.878,33ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABD6500004"},0,OK,自动
001CB1U0000001ABD6500002,2020/11/13-0:06:41.464,2020/11/13-0:06:42.512,47ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABD6500002"},0,OK,自动
001CB1U0000001ABD6500006,2020/11/13-0:06:49.217,2020/11/13-0:06:49.269,51ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABD6500006"},0,OK,自动
001CB1U0000001ABC6509241,2020/11/13-0:06:56.690,2020/11/13-0:06:56.737,47ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6509241"},0,OK,自动
001CB1U0000001ABD6500010,2020/11/13-0:07:03.262,2020/11/13-0:07:03.294,31ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABD6500010"},0,OK,自动
001CB1U0000001ABD6500008,2020/11/13-0:07:22.700,2020/11/13-0:07:22.733,33ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABD6500008"},0,OK,自动
001CB1U0000001ABC6513395,2020/11/13-0:07:29.465,2020/11/13-0:07:30.526,60ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABC6513395"},0,OK,自动
001CB1U0000001ABD6500012,2020/11/13-0:07:47.997,2020/11/13-0:07:47.036,39ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABD6500012"},0,OK,自动
001CB1U0000001ABD6500014,2020/11/13-0:07:54.389,2020/11/13-0:07:54.428,38ms,{"operation":"PRWELD"，"operationRevision":"#"，"site":"2002"，"sfc":"001CB1U0000001ABD6500014"},0,OK,自动
